WISE3_id,ISO,DESCR,DATEYR,DATEMON,SOLDEP,HORNUM,FAO_90,PHA_90,FAO_74,PHA_74,WRB2006,USCL,USYR,LOCAL,LONDD,LATDD,LONLAT_ACC,LOCAT,KOPPEN,ALTIT,LFORM,POSIT,SLOPE,PARMAT,DRAIN,LANDUS,SOURCE_ID,PITREF,LAB_ID,COUNTRY
"PH0050","PH","2",1984,1,90,3,"ANz",,"Th",,"AN","Vitrandept","1975",,1.2021666999999999e+02,1.5000000000000000e+01,"M","SW Slope of Pinutubo","Am",160,"SM","LS",,"UP","W","AA4","AS4/23","Description 13 pp 26 + 47","PH01","Philippines"
"PH0051","PH","2",1984,1,85,6,"ANz",,"Th",,"AN","Vitrandept","1975",,1.2023333000000000e+02,1.5000000000000000e+01,"M","SW slope of Pinutubo","Am",160,"SM","LS",,"UP","W","U","AS4/23","Description 12, pp 25 + 46","PH01","Philippines"
"PH0052","PH","2",1984,5,115,6,"ANz",,"Tv",,"AN","Vitrandept","1975",,1.2298333000000000e+02,1.0633330000000001e+01,"M","Talisay, Negros Occidental","Am",375,"SM","MS",,"UP","W","ST","AS4/23","Description 17; p 29 + 49 (Negros 6)","PH01","Philippines"
"PH0053","PH","2",1984,1,115,6,"ANz",,"Th",,"AN","Vitrandept","1975",,1.2021666999999999e+02,1.5000000000000000e+01,"M","SW slope of Pinutubo","Am",160,"SM","LS",,"UP","W","AT1","AS4/23","Decsription 11, pp 24 + 46.","PH01","Philippines"
"PH0054","PH","2",1984,5,75,4,"ANz",,"Th",,"AN","Vitrandept","1975",,1.2295000000000000e+02,1.0633330000000001e+01,"M","E of Talisay, Negros Occidental","Am",150,"SM","LS",,"UP","W","AA4","AS4/23","Description 14, pp. 27 + 48","PH01","Philippines"
"PH0055","PH","1",1985,1,200,6,"ACh",,"Ao",,"AC","TYPIC KANDIHUMULTS",,"[USDA-code: AUSPAUD]",1.2479917000000000e+02,1.0260830000000000e+01,"S","Matalom, Leyte.",,3,,,,,"W",,"NRCS-USDA","SCS profile code 8500601 (Maasin)","US01","Philippines"
"PH0056","PH","1",1985,1,152,5,"ACh",,"Af",,"AC","OXIC HAPLUSTALFS",,"[USDA-code: AUDTRAA]",1.2288750000000000e+02,1.1056940000000001e+01,"S","Sto. Tomas, Barotac Viejo",,,,,"10","U","W",,"NRCS-USDA","SCS profile code 8500589 (Barotac)","US01","Philippines"
"PH0057","PH","1",1985,1,158,8,"ANz",,"Th",,"AN","UMBRIC VITRANDEPTS",,"[USDA-code: ITREUAA]",1.2306111000000000e+02,1.0408329999999999e+01,"S","La Granja, Bacolod, Negros Occ.",,80,,,"2","UP","W","A","NRCS-USDA","SCS profile code 8500593 (Guimbalaon)","US01","Philippines"
"PH0058","PH","1",1985,1,144,6,"ANz",,"Th",,"AN","UMBRIC VITRANDEPTS",,"[USDA-code: ITREUAN]",1.2311389000000000e+02,1.0646670000000000e+01,"S","Granada, Bacolod, Negros Occ.",,,"LP",,"2","UF","W","A","NRCS-USDA","SCS profile code 8500591 (Tupi)","US01","Philippines"
"PH0059","PH","1",1985,1,150,7,"CMc",,"Bk",,"CM","TYPIC USTROPEPTS",,"[USDA-code: AUDTRAA]",1.2350556000000000e+02,1.0113890000000000e+01,"S","Bulok-bulok, Barila, Cebu.",,60,,,"10","U","W","A","NRCS-USDA","SCS profile code 8500598 (Lugo)","US01","Philippines"
"PH0060","PH","1",1985,1,141,6,"CMe",,"Be",,"CM","TYPIC USTROPEPTS",,"[USDA-code: IAQTRFL]",1.2302916999999999e+02,1.1197220000000000e+01,"S","Casamata, Ajuy, Iloilo",,8,,,"10","UF","M",,"NRCS-USDA","SCS profile code 8500588 (Sara)","US01","Philippines"
"PH0061","PH","1",1985,1,110,5,"CMe",,"Be",,"CM","TYPIC EUTROPEPTS",,"[USDA-code: ITRUSAA]",1.2500000000000000e+02,1.1483330000000000e+01,"M","Santa Rita, Samar",,45,,,,"U","E",,"NRCS-USDA","SCS profile code 8500600 (Catbalogan)","US01","Philippines"
"PH0062","PH","1",1985,1,108,6,"CMe",,"Be",,"CM","FLUVENTIC EUTROPEPTS",,"[USDA-code: AUDTRAA]",1.2475000000000000e+02,1.0383330000000001e+01,"M","Hilongos, Leyte.",,2,"SU",,"1","UF","P","AA6","NRCS-USDA","SCS profile code 8500602 (Mandawe)","US01","Philippines"
"PH0063","PH","1",1985,1,179,5,"CMe",,"Be",,"CM","AERIC TROPAQUALFS",,"[USDA-code: IAQTRAA]",1.2339583000000000e+02,1.0491669999999999e+01,"S","Hda. Valmayor, San Carlos City, Negros Occ.",,10,,,"1","UF","M","A","NRCS-USDA","SCS profile code 8500595 (Isabela)","US01","Philippines"
"PH0064","PH","1",1985,1,139,5,"CMe","SO","Be","SO","CM","AERIC TROPAQUALFS",,"[USDA-code: IAQTRVE]",1.2338750000000000e+02,1.0491669999999999e+01,"S","Hda. Valmayor, San Carlos City, Negros Occ.",,6,,,"1",,"I","A","NRCS-USDA","SCS profile code 8500596 (Isabela Satellite)","US01","Philippines"
"PH0065","PH","1",1985,1,136,6,"CMu",,"Bh",,"UM","ANDIC HUMITROPEPTS",,"[USDA-code: ITREUAA]",1.2502500000000001e+02,1.0983330000000000e+01,"M","Abuyog Expt. Station, Abuyog, Leyte.",,8,"SU",,"8",,"W",,"NRCS-USDA","SCS profile code 8500603","US01","Philippines"
"PH0066","PH","1",1985,1,172,6,"CMv",,"Bv",,"CM","UDORTHENTIC ...",,"[USDA-code: AUDTRVE]",1.2247778000000000e+02,1.0913890000000000e+01,"S","Sto. Tomas, Barotac Viejo",,,"SU",,"6","U","W","A","NRCS-USDA","SCS profile code 8500590 (Alimodian)","US01","Philippines"
"PH0067","PH","1",1985,1,150,6,"FLc",,"Jc",,"FL","FLUVENTIC USTROPEPTS",,"[USDA-code: ITREUFL]",1.2399444000000000e+02,1.0433330000000000e+01,"M","Estacia, Compostela, Cebu.",,7,"LP",,"1","UF","W","A","NRCS-USDA","SCS profile code 8500597 (Mandawe)","US01","Philippines"
"PH0068","PH","1",1985,1,131,7,"HSs",,"Od",,"HS","TYPIC TROPOHEMISTS",,"[USDA-code: HHETRAA]",1.2505139000000000e+02,1.1333330000000000e+01,"M","Dolongan, Baybay, Samar",,60,"SU",,"1",,"S",,"NRCS-USDA","SCS profile code 8500604 (Dolongan)","US01","Philippines"
"PH0069","PH","1",1985,1,150,5,"LVg",,"Lo","PH","LV","AQUIC TROPUDALFS",,"[USDA-code: ITREUFL]",1.2302083000000000e+02,1.0766670000000000e+01,"M","Sialy, Bacolod, Negros Occ.",,25,"LP",,"1","UF","M","A","NRCS-USDA","SCS profile code 8500592 (Silay)","US01","Philippines"
"PH0070","PH","1",1985,1,146,6,"PHg",,"Hg",,"PH","ABRUPTIC ARGIAQUOLLS",,"[USDA-code: VUSPEAA]",1.2291110999999999e+02,1.0531940000000001e+01,"S","Busay, Bacolod, Negros Occ.",,25,"LP",,"1",,"P","A","NRCS-USDA","SCS profile code 8500594 (Bago)","US01","Philippines"
"PH0071","PH","1",1985,1,150,6,"PHh",,"Hh",,"PH","TYPIC HAPLAQUOLLS",,"[USDA-code: ITREUFL]",1.2384583000000001e+02,1.0256940000000000e+01,"S","Talisay Poblacion, Talisay, Cebu",,,"LP",,"1","UF","M","A","NRCS-USDA","SCS profile code 8500599 (Mandawe)","US01","Philippines"
"PH0072","PH","1",1987,5,150,6,"CMv",,"Bv",,"CM","VERTIC EUTROPEPT",,"[USDA-code: ITREUAA]",1.2481250000000000e+02,1.0687500000000000e+01,"S","Baybay Leyte Forest Research, VISCA forestry sch.",,,,,"15",,"W",,"NRCS-USDA","SCS profile code 8700488 (Maasin)","US01","Philippines"
"PH0073","PH","1",1987,5,190,7,"LVx",,"Lc",,"LV","TYPIC PALEUSTALFS",,"[USDA-code: AUSPAAA]",1.2113333000000000e+02,1.5961110000000000e+01,"M","Malingalo Carranglan, Nueva Ecija, Philippines.",,,,,"20","UC","W",,"NRCS-USDA","SCS profile code 8700487 (Annum)","US01","Philippines"
"PK0001","PK","3",1968,1,140,7,"CLh",,"Yh",,"CL",,,,7.2416669999999996e+01,3.1333330000000000e+01,"M","12 Km NE of Jhang Saddar","BSh",200,,,,,"W",,"FAO/SDB-2","FAO-SDB profile: 165002","XX01","Pakistan"
"PK0002","PK","3",1969,1,152,5,"CMc",,"Bk",,"CM",,,,7.2500000000000000e+01,3.2083329999999997e+01,"M","8 Km W of Sargodha","BSh",200,"LP",,,,"W",,"FAO/SDB-2","FAO-SDB profile: 165001","XX01","Pakistan"
"PK0003","PK","1",1984,4,215,8,"CLh","SO","Yh","SO","CL","USTOCHREPTIC CAMBORTHIDS",,"[USDA-code: IOCUSAA]",7.3750000000000000e+01,3.1766670000000001e+01,"M","Ghor Daur Distributary, Sargodha-Ghor Daur cross.",,227,"CL",,"12","UF","W","AA6","NRCS-USDA","SCS profile code 8400571 (Rasulpur)","US01","Pakistan"
"PK0004","PK","1",1984,4,195,7,"CLl",,"Lk",,"CL","USTOLLIC HAPLARGIDS",,"[USDA-code: AUSHAUD]",7.4216669999999993e+01,3.1449999999999999e+01,"M","Niaz beg distributary, Lahore District",,227,"CL",,"12","UF","W","AA6","NRCS-USDA","SCS profile code 8400573 (Bhalwal)","US01","Pakistan"
"PK0005","PK","1",1984,4,200,8,"CMc",,"Bk",,"CM","UDIC USTOCHREPTS",,"[USDA-code: IOCUSFL]",7.1583330000000004e+01,3.4100000000000001e+01,"M","About 11 km N of Pesharwar",,320,"CL",,"1","UF","M","AA6","NRCS-USDA","SCS profile code 8400586 (Warsak)","US01","Pakistan"
"PK0006","PK","1",1984,4,160,9,"CMc","SO","Bk","SO","CM","FLUVENTIC CAMBORTHIDS",,"[USDA-code: DORCMFL]",6.8416669999999996e+01,2.5399999999999999e+01,"M","100 m SE from Hyderabad Mipurkhas road and Hoosri",,38,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400564 (Sultanpur)","US01","Pakistan"
"PK0007","PK","1",1984,4,165,9,"CMc","SO","Bk","SO","CM","USTOLLIC CAMBORTHIDS",,"[USDA-code: DORCMAA]",6.8500000000000000e+01,2.5416670000000000e+01,"M","About 16 km E of Hyderabad",,38,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400565 (Pacca)","US01","Pakistan"
"PK0008","PK","1",1984,4,200,6,"CMc",,"Bk",,"CM","TYPIC USTOCHREPTS",,"[USDA-code: IOCUSAA]",7.2816670000000002e+01,3.3600000000000001e+01,"M","About 14 km from G.T. road and Tirnaul-Fatehjang",,485,"LP",,"12","UE","W","A","NRCS-USDA","SCS profile code 8400584 (Missa)","US01","Pakistan"
"PK0009","PK","1",1984,4,170,7,"CMc",,"Bk",,"CM","UDIC HAPLUSTALFS",,"[USDA-code: AUSHAUD]",7.3099999999999994e+01,3.3200000000000003e+01,"M","Near stone bearing 29 km on Mandra-Chakwal ro",,548,"SU","UP","1",,"W","A","NRCS-USDA","SCS profile code 8400583 (Balkassar)","US01","Pakistan"
"PK0010","PK","1",1984,4,195,8,"CMe",,"Be",,"CM","UDIC HAPLUSTALFS",,"[USDA-code: IOCUSUD]",7.4095560000000006e+01,3.2174720000000001e+01,"S","10 km W of Gujranwala, Quadirabad-Nurpur crossing",,227,"CL",,"12","UF","W","AA6","NRCS-USDA","SCS profile code 8400574 (Wazirabad)","US01","Pakistan"
"PK0011","PK","1",1984,4,184,9,"FLc","SO","Jc","SO","FL","TYPIC TORRIFLUVENTS",,"[USDA-code: EFLTOAA]",6.8450000000000003e+01,2.5399999999999999e+01,"M","Near Usman Goth about 13 km E of Hyderabad",,38,"CL",,"1","UF","M","AA6","NRCS-USDA","SCS profile code 8400567 (Shahdara)","US01","Pakistan"
"PK0012","PK","1",1984,4,190,7,"LVh",,"Lo",,"LV","UDIC HAPLUSTALFS",,"[USDA-code: AUSHAUD]",7.2633330000000001e+01,3.3561109999999999e+01,"M","Ajuwal Union Council, Fateh Jang Chowk-Talajang",,485,"LP",,"12","UE","W","A","NRCS-USDA","SCS profile code 8400580 (Guliana)","US01","Pakistan"
"PK0013","PK","1",1984,4,185,6,"LVh",,"Xl",,"LV","USTALFIC HAPLARGIDS",,"[USDA-code: IOCUSAA]",7.3816670000000002e+01,3.1800000000000001e+01,"M","Upper Gugera Canal, Sheikhupura District",,227,"CL",,"12","UF","W","AA6","NRCS-USDA","SCS profile code 8400570 (Hafizabad)","US01","Pakistan"
"PK0014","PK","1",1984,4,180,8,"LVh","SO","Lo","SO","LV","UDIC HAPLUSTALFS",,"[USDA-code: AUSHAUD]",7.4116669999999999e+01,3.1383330000000001e+01,"M","Donkai village, Gujranwala District",,250,"CL",,"12","UF","W","AA6","NRCS-USDA","SCS profile code 8400576 (Pindorian)","US01","Pakistan"
"PK0015","PK","1",1984,4,280,7,"LVh",,"Lo",,"LV","UDIC HAPLUSTALFS",,"[USDA-code: AUSHAUD]",7.4150000000000006e+01,3.2183329999999998e+01,"M","300 m NW of Gujranwala, bypass and Quadirbad road",,227,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400575 (Gujranwala)","US01","Pakistan"
"PK0016","PK","1",1984,4,200,7,"LVk",,"Lk",,"LV","UDIC HAPLUSTALFS",,"[USDA-code: AUSHAUD]",7.1500000000000000e+01,3.3966670000000001e+01,"M","About 5km SW of Peshawar along Peshawar-Bara road",,335,"CL",,"1","UF","W","AA6","NRCS-USDA","SCS profile code 8400585 (Peshawar)","US01","Pakistan"
"PK0017","PK","1",1984,4,205,8,"LVk",,"Lk",,"LV","USTALFIC HAPLARGIDS",,"[USDA-code: IOCUSUD]",7.4150000000000006e+01,3.1333330000000000e+01,"M","Lahore District",,227,"CL",,"12","UF","W","AA6","NRCS-USDA","SCS profile code 8400572 (Lyallpur)","US01","Pakistan"
"PK0018","PK","1",1984,4,150,8,"PHh",,"Hh",,"PH","TYPIC HAPLUDOLLS",,"[USDA-code: AUDHAMO]",7.3416669999999996e+01,3.3933329999999998e+01,"M","About 525 m on Jheeka Gali road",,2000,"SH","MS","50",,"W","FN","NRCS-USDA","SCS profile code 8400582 (Murree)","US01","Pakistan"
"PK0019","PK","1",1984,4,200,5,"RGc","SO","Rc","SO","RG","TYPIC USTORTHENTS",,"[USDA-code: EORUSAA]",7.2933329999999998e+01,3.3633330000000001e+01,"M","12 km W from Rawalpindi on Rawalpindi-Pershawar rd",,485,,,"3","UE","W","A","NRCS-USDA","SCS profile code 8400581 (Rajar)","US01","Pakistan"
"PK0020","PK","1",1984,3,175,7,"SCn","PH","Zo","PH","SC","TYPIC SALORTHIDS",,"[USDA-code: DORCMAA]",6.8400000000000006e+01,2.5383330000000001e+01,"M","7km SE of Hyderabad, 1km E of Zeal Pak cement fact",,38,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400566 (Pitafi)","US01","Pakistan"
"PK0021","PK","1",1984,4,158,9,"SNh",,"So",,"SN","TYPIC NATRARGIDS",,"[USDA-code: AUSHAAA]",7.4266670000000005e+01,3.1716670000000001e+01,"M","Rice Res. Inst., Kala Shah Kaku Sheikhupur Distr.",,250,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400579 (Satghara)","US01","Pakistan"
"PK0022","PK","1",1984,4,200,8,"SNh",,"So",,"SN","TYPIC NATRUSTALFS",,"[USDA-code: AUSNAAA]",7.4200000000000003e+01,3.2016669999999998e+01,"M","Chianwali Canal Rest House, Gujrauwala District",,250,"CL",,"12","UF","M","AA2","NRCS-USDA","SCS profile code 8400577 (Eminabad)","US01","Pakistan"
"PK0023","PK","1",1984,4,184,8,"SNh",,"Xh","SO","SN","USTERTIC CALCIORITHIDS",,"[USDA-code: VUSCHUD]",7.3783330000000007e+01,3.1883330000000001e+01,"M","Gujranwala, Sheikupura District",,227,"CL",,"12",,"M","AA6","NRCS-USDA","SCS profile code 8400569 (Miranpur)","US01","Pakistan"
"PK0024","PK","1",1984,4,202,9,"SNk",,"So",,"SN","USTALFIC HAPLARGIDS",,"[USDA-code: IOCUSAA]",7.3733329999999995e+01,3.1783329999999999e+01,"M","10km on Seikhupura-Sargodha road, Sheikhupura d",,227,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400568 (Gajiana)","US01","Pakistan"
"PK0025","PK","1",1984,4,190,7,"VRe",,"Vc",,"VR","ENTIC CHROMUSTERTS",,"[USDA-code: VUSCHUD]",7.4250000000000000e+01,3.2216670000000001e+01,"M","9km from Gujranwala on Gujranwala Daska road",,250,"CL",,"12","UF","M","AA6","NRCS-USDA","SCS profile code 8400578 (Kotli)","US01","Pakistan"
"PK0026","PK","2",1989,9,185,7,"CLh","SO","Bk","SO","CL","AQUIC HAPLUDOLL (?)",,"[USDA-code: DORCLAA]",6.7099999999999994e+01,2.4983329999999999e+01,"M","About 15km NE of Karachi",,60,,"UP","3","UF","W",,"NRCS-USDA","SCS profile code 9000255 (Pipri)","US01","Pakistan"
"PK0027","PK","1",1989,9,140,7,"CMc","SO","Bk","SO","CM","TYPIC USTOCHREPT",,"[USDA-code: IOCXEAA]",7.1349999999999994e+01,3.4399999999999999e+01,"M","Durbakhel, 55 km NNW of Peshawar",,610,"LF",,"1","UF","W","AA4","NRCS-USDA","SCS profile code 9000266 (Pindiali)","US01","Pakistan"
"PK0028","PK","1",1989,9,180,8,"CMc","PH","Bk","PH","CM","FLUVENTIC CAMBORTHID",,"[USDA-code: DORCMFL]",6.8533330000000007e+01,2.5416670000000000e+01,"M","20km ENE of Hyderabad",,38,,,"1","UF","M","AA6","NRCS-USDA","SCS profile code 9000256 (Bagh)","US01","Pakistan"
"PK0029","PK","1",1989,9,191,8,"CMe",,"Be","PH","CM","TYPIC CAMBORTHID",,"[USDA-code: DORCMAA]",7.4266670000000005e+01,3.5924999999999997e+01,"M","Gilgit, on Panial road",,440,,,"1","UF","M",,"NRCS-USDA","SCS profile code 9000267 (Gilcit)","US01","Pakistan"
"PK0030","PK","1",1989,9,231,9,"FLc","SA","Jc","Z","FL","TYPIC TROPOFLUVENT",,"[USDA-code: EORTOAA]",6.8525000000000006e+01,2.5408329999999999e+01,"S","15km ENE from Hyderabad on Tando Jam toMirpurkhas",,28,,,"1","UF","M",,"NRCS-USDA","SCS profile code 9000258 (Shahdara)","US01","Pakistan"
"PK0031","PK","1",1989,9,140,9,"FLc","SA","Jc","Z","FL","TYPIC TROPOFLUVENT",,"[USDA-code: EFLTOAA]",7.0875000000000000e+01,3.1883330000000001e+01,"M","320km SW of Islamabad, 8km NW of Dera Ismail Khan",,175,"LP",,"1","UF","M",,"NRCS-USDA","SCS profile code 9000265 (Tikken)","US01","Pakistan"
"PK0032","PK","1",1989,9,175,7,"LVh",,"Lo",,"LV","TYPIC HAPLUSTALF",,"[USDA-code: IOCUSAA]",7.3891670000000005e+01,3.2825000000000003e+01,"S","130km SE of Islamabad-Lahopre way",,325,"SH","MS","6",,"W","HE3","NRCS-USDA","SCS profile code 9000263 (Pubbi)","US01","Pakistan"
"PK0033","PK","1",1989,9,211,9,"LVk",,"Lk",,"LV","USTALFIC HAPLARGID",,"[USDA-code: DORCLUS]",7.3183329999999998e+01,3.1466670000000001e+01,"M","14 km NE of Faisalabad, Punjab For. Res. Inst.",,183,,,"1","UF","W",,"NRCS-USDA","SCS profile code 9000259 (Hafizabad)","US01","Pakistan"
"PK0034","PK","1",1989,9,216,8,"LVx",,"Lc",,"LV","TYPIC HAPLUSTALF",,"[USDA-code: AUSHAAA]",7.3150000000000006e+01,3.3700000000000003e+01,"M","NARC research plot",,655,"LF",,"1","UF","W",,"NRCS-USDA","SCS profile code 9000264 (Rawal)","US01","Pakistan"
"PK0035","PK","2",1989,9,175,6,"RGc",,"Rc",,"RG","XERIC TORRIORTHENT",,"[USDA-code: EORTOXE]",7.4650000000000006e+01,3.6483330000000002e+01,"M","Hunza Valley (on road from Aliabad-Karimabad)",,732,"CL",,"1","UG","W",,"NRCS-USDA","SCS profile code 9000268 (Hunza)","US01","Pakistan"
"PK0036","PK","1",1989,9,145,9,"SCn",,"Zo",,"SC","TYPIC SALORTHID",,"[USDA-code: DORSAAA]",6.8316670000000002e+01,2.4850000000000001e+01,"M","About 70km S of Hyderabad",,25,,,"1","UF","M",,"NRCS-USDA","SCS profile code 9000257 (Bulri)","US01","Pakistan"
"PK0037","PK","1",1989,9,191,8,"SNh","PH","So","PH","SN","TYPIC HAPLUDALF",,"[USDA-code: AUDHAAA]",7.4633330000000001e+01,3.2450000000000003e+01,"M","27km SE from Sialkot or about 6km NW of Pasur",,215,"LF",,"1","UF","M",,"NRCS-USDA","SCS profile code 9000261 (Jaura)","US01","Pakistan"
"PK0038","PK","1",1989,9,208,7,"SNk",,"So","Z","SN","Ustochreptic Calciorthid / Ustrochr. Camborthid","1983","Faisalabad",7.3200000000000003e+01,3.1458330000000000e+01,"S",,,192,,,"1",,"W",,"USDA-NRCS","PK-90P0260","US01","Pakistan"
"PK0039","PK","1",1989,9,201,9,"VRe","SO","Vc","SO","VR","Udic Chromustert","1983","Kamoke series",7.4183329999999998e+01,3.2100000000000001e+01,"M","5 km south of Gujranwala etc.",,222,,,"1",,"M",,"USDA-NRCS","PK-90P0262","US01","Pakistan"
"PL0001","PL","1",,,150,7,"CHh",,"Hh",,"CH",,,"Czarnoziem wlasciwy",2.0533329999999999e+01,5.0450000000000003e+01,"M",,,195,,,,,"W","AA","ISIS-2006","PL5_ISIS6","NL01","Poland"
"PL0002","PL","1",,,130,6,"CHh",,"Hh",,"CH",,,"Czarna ziemia kujawska",1.8283329999999999e+01,5.2816670000000002e+01,"M",,"Dwb",85,,,,,"W","AA4","ISIS-2006","PL8_ISIS6","NL01","Poland"
"PL0003","PL","1",,,130,6,"CMe",,"Be",,"CM",,,"Gleba brunatna Wlasciwa",1.9666670000000000e+01,5.3983330000000002e+01,"M",,"Dwb",125,,,,,"W","AA4","ISIS-2006","PL10_ISIS6","NL01","Poland"
"PL0004","PL","1",,,125,6,"FLe",,"Je",,"FL",,,"Mada brunatna pylowa (l+/)",2.2000000000000000e+01,5.1399999999999999e+01,"M",,"Dwb",119,,,,,"W","FP","ISIS-2006","PL2_ISIS6","NL01","Poland"
"PL0005","PL","1",,,130,5,"FLe",,"Je",,"FL",,,"Mada brunatna /pylowa",2.2000000000000000e+01,5.1399999999999999e+01,"M",,"Dwb",120,,,,,"W","AA4","ISIS-2006","PL1_ISIS6","NL01","Poland"
"PL0006","PL","1",,,130,5,"FLe",,"Je",,"FL",,,"Mada rzeczna/brunatna",1.9216670000000001e+01,5.4066670000000002e+01,"M",,"Dwb",3,,,,,"W","AA4","ISIS-2006","PL9_ISIS6","NL01","Poland"
"PL0007","PL","1",,,130,7,"LVg",,"Lg",,"LV",,,"Gleba opadowo glejowa/pseudogl",2.1199999999999999e+01,5.1399999999999999e+01,"M",,"Dwb",184,,,,,"I","AA4","ISIS-2006","PL7_ISIS6","NL01","Poland"
"PL0008","PL","1",,,120,7,"PDe",,"De",,"AB","Typic Glossudalf",,"Gleba plowa wlasciwa",2.2199999999999999e+01,5.1316670000000002e+01,"M",,"Dwb",215,,,,,"M","AA4","ISIS-2006","PL6_ISIS6","NL01","Poland"
"PL0009","PL","1",,,130,7,"PZh",,"Po",,"PZ","Podzol",,"Bielica wlasciwa",2.1083330000000000e+01,5.2049999999999997e+01,"M",,"Dwb",100,,,,,"W",,"ISIS-2006","PL12_ISIS6","NL01","Poland"
"PL0010","PL","3",1966,7,150,6,"GLm",,"Gm",,"GL","Typic Argiaquoll","1992","Browned Black Earth.",1.8256670000000000e+01,5.2838889999999999e+01,"S","Gnojno, 30 Km S of Bydgoszcz.","Cfb",85,"LP","IN","0","UG","W","AA4","EU10/20","Profile 19.  pp80-81. Polish S.S.S.","PL01","Poland"
"PL0011","PL","3",1973,8,100,3,"LPe","LI","Rc",,"LP","Typic Rendolls","1992","Rendzinas",2.1250000000000000e+01,5.1166670000000003e+01,"M","Ilza","Dfb",190,"LF","IN","2","SO1","M","AA2","EU10/PSSS","Polish Soil science Society","PL03","Poland"
"PL0012","PL","4",1973,8,60,3,"LPk",,"Rc",,"LP","Typic Rendolls","1992","Rendzinas",2.0500000000000000e+01,5.0833329999999997e+01,"M","Czerwona Gora near Kielce","Dfb",320,"SH","MS","10","SO1","W","FN1","EU10/PSSS","Polish Soil science Society","PL03","Poland"
"PL0013","PL","4",1973,8,70,3,"LPk",,"E",,"LP","Typic Rendolls","1992","Proper Rendzinas",2.0750000000000000e+01,5.1316670000000002e+01,"M","Jablonica near Kielc","Dfb",220,"LL","IN","4","SO1","W","AA4","EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0014","PL","3",1974,8,100,5,"HSs",,"Oe",,"HS","Sapric Medihemists","1992","Gleba torfowo-mursowa (muck peat soil)",2.1333330000000000e+01,5.4013890000000004e+01,"M","Poland","Dfb",170,"CD","BO","0","UO","P","HI1","EU10/PSSS","Polish Soil Science Society","PL04","Poland"
"PL0015","PL","2",1975,9,150,5,"PZh",,"Po",,"PZ",,,"PL1989 TYPIC PODZOL (IIC2.a)",2.2829719999999998e+01,5.0579999999999998e+01,"S",,,240,,,,,"S",,"SOTER_SOV","PL2","XX04","Poland"
"PL0016","PL","2",1977,7,100,5,"HSs",,"Oe",,"HS","Typic medisaprist","1992","Gleba torfowo-murszowa",2.1983329999999999e+01,5.3944440000000000e+01,"M","Gizycko, Great Lakes of Mazuty.","Dfb",118,"CD","LO","0","UO","V",,"EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0017","PL","4",1981,8,60,3,"LPm",,"Bk",,"LP","Eutrochreptic Rendolls","1992","Typic pararendzinas",1.8833330000000000e+01,4.9750000000000000e+01,"M","Cieszyn, South Poland.","Dfc",460,"SM","MS",,"SC3","M","MF","EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0018","PL","2",1985,7,100,5,"HSs",,"Oe",,"HS",,,"PL1989 PEATY-MUCK SOIL (IVB1.a)",2.2600000000000001e+01,5.3669719999999998e+01,"S",,,100,,,,,"P",,"SOTER_SOV","PL53A","XX04","Poland"
"PL0019","PL","2",1985,6,10,1,"LPq",,"I",,"LP",,,"PL1989 INITIAL ROCKY SOIL (IA1)",1.5560000000000000e+01,5.0829999999999998e+01,"S",,,610,,,,,"W",,"SOTER_SOV","PL3SU","XX04","Poland"
"PL0020","PL","3",1986,7,165,5,"ARb",,"Qc",,"AR","Typic Udipsamments","1992","Proper rusty soils",2.0462499999999999e+01,5.2338889999999999e+01,"S","Kampinos National Park, Warsaw","Cfb",76,"LD","MS","30","UE","E","FN1","EU19/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0021","PL","3",1986,,185,6,"CHg",,"Ck",,"CH",,,"Black earth developed from Tertiary clay.",1.7166670000000000e+01,5.1100000000000001e+01,"M","Dobrogostow, 10 km SSE of Wroclaw.","Dfb",170,"LP","IN","2","SC3","P","AA4","EU10/20","Profile 56.  pp 154-155.","PL01","Poland"
"PL0022","PL","3",1986,,100,5,"CHg",,"Ch",,"CH",,,"Forest meadow Chernozem",1.8016670000000001e+01,5.2816670000000002e+01,"M","Krusliwiec, 30 km S of Bydgoszcz.","Dfb",84,"LP","IN","0","UG","I","AA4","EU10/20","Profile 18. pp78-79.","PL01","Poland"
"PL0023","PL","3",1986,,250,6,"CHh",,"Ch",,"CH",,,"Black earth",1.6149999999999999e+01,5.1216670000000001e+01,"M","Suchy Dwor. 30 km NW of Wroclaw.","Dfb",130,"LP","IN","0","UG","I","AA4","EU10/20","profile 58.  pp 158-159.","PL01","Poland"
